path,size,modified_at,git_status,category,ownership_class,referenced_by,runtime_relevance,confidence,recommended_action,reason,snapshot_status,snapshot_reason,restoration_required
frontend/node_modules/rxjs/internal/util/not.js,332,2026-08-27T19:56:15,ignored,DEPENDENCY_VENDOR,DEPENDENCY_VENDOR,N/A — dependency/vendor/cache,dependency vendor,high,KEEP,Installed third-party dependency; not owned SupplyDesk code.,COPIED,physical baseline copy,NO
frontend/node_modules/rxjs/internal/util/not.js.map,368,2026-08-27T19:56:18,ignored,DEPENDENCY_VENDOR,DEPENDENCY_VENDOR,N/A — dependency/vendor/cache,dependency vendor,high,KEEP,Installed third-party dependency; not owned SupplyDesk code.,COPIED,physical baseline copy,NO
frontend/node_modules/rxjs/internal/util/ObjectUnsubscribedError.d.ts,414,2026-08-27T19:56:23,ignored,DEPENDENCY_VENDOR,DEPENDENCY_VENDOR,N/A — dependency/vendor/cache,dependency vendor,high,KEEP,Installed third-party dependency; not owned SupplyDesk code.,COPIED,physical baseline copy,NO
frontend/node_modules/rxjs/internal/util/ObjectUnsubscribedError.js,553,2026-08-27T19:56:15,ignored,DEPENDENCY_VENDOR,DEPENDENCY_VENDOR,N/A — dependency/vendor/cache,dependency vendor,high,KEEP,Installed third-party dependency; not owned SupplyDesk code.,COPIED,physical baseline copy,NO
frontend/node_modules/rxjs/internal/util/ObjectUnsubscribedError.js.map,490,2026-08-27T19:56:18,ignored,DEPENDENCY_VENDOR,DEPENDENCY_VENDOR,N/A — dependency/vendor/cache,dependency vendor,high,KEEP,Installed third-party dependency; not owned SupplyDesk code.,COPIED,physical baseline copy,NO
frontend/node_modules/rxjs/internal/util/pipe.d.ts,2356,2026-08-27T19:56:23,ignored,DEPENDENCY_VENDOR,DEPENDENCY_VENDOR,N/A — dependency/vendor/cache,dependency vendor,high,KEEP,Installed third-party dependency; not owned SupplyDesk code.,COPIED,physical baseline copy,NO
frontend/node_modules/rxjs/internal/util/pipe.js,646,2026-08-27T19:56:16,ignored,DEPENDENCY_VENDOR,DEPENDENCY_VENDOR,N/A — dependency/vendor/cache,dependency vendor,high,KEEP,Installed third-party dependency; not owned SupplyDesk code.,COPIED,physical baseline copy,NO
frontend/node_modules/rxjs/internal/util/pipe.js.map,610,2026-08-27T19:56:18,ignored,DEPENDENCY_VENDOR,DEPENDENCY_VENDOR,N/A — dependency/vendor/cache,dependency vendor,high,KEEP,Installed third-party dependency; not owned SupplyDesk code.,COPIED,physical baseline copy,NO
frontend/node_modules/rxjs/internal/util/root.d.ts,52,2026-08-27T19:56:23,ignored,DEPENDENCY_VENDOR,DEPENDENCY_VENDOR,N/A — dependency/vendor/cache,dependency vendor,high,KEEP,Installed third-party dependency; not owned SupplyDesk code.,COPIED,physical baseline copy,NO
frontend/node_modules/rxjs/internal/util/root.js,557,2026-08-27T19:56:16,ignored,DEPENDENCY_VENDOR,DEPENDENCY_VENDOR,N/A — dependency/vendor/cache,dependency vendor,high,KEEP,Installed third-party dependency; not owned SupplyDesk code.,COPIED,physical baseline copy,NO
frontend/node_modules/rxjs/internal/util/root.js.map,492,2026-08-27T19:56:18,ignored,DEPENDENCY_VENDOR,DEPENDENCY_VENDOR,N/A — dependency/vendor/cache,dependency vendor,high,KEEP,Installed third-party dependency; not owned SupplyDesk code.,COPIED,physical baseline copy,NO
frontend/node_modules/rxjs/internal/util/subscribeTo.d.ts,257,2026-08-27T19:56:24,ignored,DEPENDENCY_VENDOR,DEPENDENCY_VENDOR,N/A — dependency/vendor/cache,dependency vendor,high,KEEP,Installed third-party dependency; not owned SupplyDesk code.,COPIED,physical baseline copy,NO
frontend/node_modules/rxjs/internal/util/subscribeTo.js,1465,2026-08-27T19:56:17,ignored,DEPENDENCY_VENDOR,DEPENDENCY_VENDOR,N/A — dependency/vendor/cache,dependency vendor,high,KEEP,Installed third-party dependency; not owned SupplyDesk code.,COPIED,physical baseline copy,NO
frontend/node_modules/rxjs/internal/util/subscribeTo.js.map,881,2026-08-27T19:56:21,ignored,DEPENDENCY_VENDOR,DEPENDENCY_VENDOR,N/A — dependency/vendor/cache,dependency vendor,high,KEEP,Installed third-party dependency; not owned SupplyDesk code.,COPIED,physical baseline copy,NO
frontend/node_modules/rxjs/internal/util/subscribeToArray.d.ts,260,2026-08-27T19:56:24,ignored,DEPENDENCY_VENDOR,DEPENDENCY_VENDOR,N/A — dependency/vendor/cache,dependency vendor,high,KEEP,Installed third-party dependency; not owned SupplyDesk code.,COPIED,physical baseline copy,NO
frontend/node_modules/rxjs/internal/util/subscribeToArray.js,350,2026-08-27T19:56:17,ignored,DEPENDENCY_VENDOR,DEPENDENCY_VENDOR,N/A — dependency/vendor/cache,dependency vendor,high,KEEP,Installed third-party dependency; not owned SupplyDesk code.,COPIED,physical baseline copy,NO
frontend/node_modules/rxjs/internal/util/subscribeToArray.js.map,427,2026-08-27T19:56:21,ignored,DEPENDENCY_VENDOR,DEPENDENCY_VENDOR,N/A — dependency/vendor/cache,dependency vendor,high,KEEP,Installed third-party dependency; not owned SupplyDesk code.,COPIED,physical baseline copy,NO
frontend/node_modules/rxjs/internal/util/subscribeToIterable.d.ts,162,2026-08-27T19:56:24,ignored,DEPENDENCY_VENDOR,DEPENDENCY_VENDOR,N/A — dependency/vendor/cache,dependency vendor,high,KEEP,Installed third-party dependency; not owned SupplyDesk code.,COPIED,physical baseline copy,NO
frontend/node_modules/rxjs/internal/util/subscribeToIterable.js,926,2026-08-27T19:56:17,ignored,DEPENDENCY_VENDOR,DEPENDENCY_VENDOR,N/A — dependency/vendor/cache,dependency vendor,high,KEEP,Installed third-party dependency; not owned SupplyDesk code.,COPIED,physical baseline copy,NO
frontend/node_modules/rxjs/internal/util/subscribeToIterable.js.map,841,2026-08-27T19:56:21,ignored,DEPENDENCY_VENDOR,DEPENDENCY_VENDOR,N/A — dependency/vendor/cache,dependency vendor,high,KEEP,Installed third-party dependency; not owned SupplyDesk code.,COPIED,physical baseline copy,NO
frontend/node_modules/rxjs/internal/util/subscribeToObservable.d.ts,298,2026-08-27T19:56:24,ignored,DEPENDENCY_VENDOR,DEPENDENCY_VENDOR,N/A — dependency/vendor/cache,dependency vendor,high,KEEP,Installed third-party dependency; not owned SupplyDesk code.,COPIED,physical baseline copy,NO
frontend/node_modules/rxjs/internal/util/subscribeToObservable.js,517,2026-08-27T19:56:17,ignored,DEPENDENCY_VENDOR,DEPENDENCY_VENDOR,N/A — dependency/vendor/cache,dependency vendor,high,KEEP,Installed third-party dependency; not owned SupplyDesk code.,COPIED,physical baseline copy,NO
frontend/node_modules/rxjs/internal/util/subscribeToObservable.js.map,434,2026-08-27T19:56:21,ignored,DEPENDENCY_VENDOR,DEPENDENCY_VENDOR,N/A — dependency/vendor/cache,dependency vendor,high,KEEP,Installed third-party dependency; not owned SupplyDesk code.,COPIED,physical baseline copy,NO
frontend/node_modules/rxjs/internal/util/subscribeToPromise.d.ts,163,2026-08-27T19:56:24,ignored,DEPENDENCY_VENDOR,DEPENDENCY_VENDOR,N/A — dependency/vendor/cache,dependency vendor,high,KEEP,Installed third-party dependency; not owned SupplyDesk code.,COPIED,physical baseline copy,NO
frontend/node_modules/rxjs/internal/util/subscribeToPromise.js,551,2026-08-27T19:56:17,ignored,DEPENDENCY_VENDOR,DEPENDENCY_VENDOR,N/A — dependency/vendor/cache,dependency vendor,high,KEEP,Installed third-party dependency; not owned SupplyDesk code.,COPIED,physical baseline copy,NO
frontend/node_modules/rxjs/internal/util/subscribeToPromise.js.map,520,2026-08-27T19:56:21,ignored,DEPENDENCY_VENDOR,DEPENDENCY_VENDOR,N/A — dependency/vendor/cache,dependency vendor,high,KEEP,Installed third-party dependency; not owned SupplyDesk code.,COPIED,physical baseline copy,NO
frontend/node_modules/rxjs/internal/util/subscribeToResult.d.ts,535,2026-08-27T19:56:24,ignored,DEPENDENCY_VENDOR,DEPENDENCY_VENDOR,N/A — dependency/vendor/cache,dependency vendor,high,KEEP,Installed third-party dependency; not owned SupplyDesk code.,COPIED,physical baseline copy,NO
frontend/node_modules/rxjs/internal/util/subscribeToResult.js,788,2026-08-27T19:56:17,ignored,DEPENDENCY_VENDOR,DEPENDENCY_VENDOR,N/A — dependency/vendor/cache,dependency vendor,high,KEEP,Installed third-party dependency; not owned SupplyDesk code.,COPIED,physical baseline copy,NO
frontend/node_modules/rxjs/internal/util/subscribeToResult.js.map,523,2026-08-27T19:56:21,ignored,DEPENDENCY_VENDOR,DEPENDENCY_VENDOR,N/A — dependency/vendor/cache,dependency vendor,high,KEEP,Installed third-party dependency; not owned SupplyDesk code.,COPIED,physical baseline copy,NO
frontend/node_modules/rxjs/internal/util/TimeoutError.d.ts,277,2026-08-27T19:56:24,ignored,DEPENDENCY_VENDOR,DEPENDENCY_VENDOR,N/A — dependency/vendor/cache,dependency vendor,high,KEEP,Installed third-party dependency; not owned SupplyDesk code.,COPIED,physical baseline copy,NO
frontend/node_modules/rxjs/internal/util/TimeoutError.js,466,2026-08-27T19:56:17,ignored,DEPENDENCY_VENDOR,DEPENDENCY_VENDOR,N/A — dependency/vendor/cache,dependency vendor,high,KEEP,Installed third-party dependency; not owned SupplyDesk code.,COPIED,physical baseline copy,NO
frontend/node_modules/rxjs/internal/util/TimeoutError.js.map,464,2026-08-27T19:56:21,ignored,DEPENDENCY_VENDOR,DEPENDENCY_VENDOR,N/A — dependency/vendor/cache,dependency vendor,high,KEEP,Installed third-party dependency; not owned SupplyDesk code.,COPIED,physical baseline copy,NO
frontend/node_modules/rxjs/internal/util/toSubscriber.d.ts,257,2026-08-27T19:56:24,ignored,DEPENDENCY_VENDOR,DEPENDENCY_VENDOR,N/A — dependency/vendor/cache,dependency vendor,high,KEEP,Installed third-party dependency; not owned SupplyDesk code.,COPIED,physical baseline copy,NO
frontend/node_modules/rxjs/internal/util/toSubscriber.js,823,2026-08-27T19:56:17,ignored,DEPENDENCY_VENDOR,DEPENDENCY_VENDOR,N/A — dependency/vendor/cache,dependency vendor,high,KEEP,Installed third-party dependency; not owned SupplyDesk code.,COPIED,physical baseline copy,NO
frontend/node_modules/rxjs/internal/util/toSubscriber.js.map,571,2026-08-27T19:56:21,ignored,DEPENDENCY_VENDOR,DEPENDENCY_VENDOR,N/A — dependency/vendor/cache,dependency vendor,high,KEEP,Installed third-party dependency; not owned SupplyDesk code.,COPIED,physical baseline copy,NO
frontend/node_modules/rxjs/internal/util/tryCatch.d.ts,64,2026-08-27T19:56:24,ignored,DEPENDENCY_VENDOR,DEPENDENCY_VENDOR,N/A — dependency/vendor/cache,dependency vendor,high,KEEP,Installed third-party dependency; not owned SupplyDesk code.,COPIED,physical baseline copy,NO
frontend/node_modules/rxjs/internal/util/tryCatch.js,584,2026-08-27T19:56:17,ignored,DEPENDENCY_VENDOR,DEPENDENCY_VENDOR,N/A — dependency/vendor/cache,dependency vendor,high,KEEP,Installed third-party dependency; not owned SupplyDesk code.,COPIED,physical baseline copy,NO
frontend/node_modules/rxjs/internal/util/tryCatch.js.map,496,2026-08-27T19:56:21,ignored,DEPENDENCY_VENDOR,DEPENDENCY_VENDOR,N/A — dependency/vendor/cache,dependency vendor,high,KEEP,Installed third-party dependency; not owned SupplyDesk code.,COPIED,physical baseline copy,NO
frontend/node_modules/rxjs/internal/util/UnsubscriptionError.d.ts,361,2026-08-27T19:56:24,ignored,DEPENDENCY_VENDOR,DEPENDENCY_VENDOR,N/A — dependency/vendor/cache,dependency vendor,high,KEEP,Installed third-party dependency; not owned SupplyDesk code.,COPIED,physical baseline copy,NO
frontend/node_modules/rxjs/internal/util/UnsubscriptionError.js,708,2026-08-27T19:56:17,ignored,DEPENDENCY_VENDOR,DEPENDENCY_VENDOR,N/A — dependency/vendor/cache,dependency vendor,high,KEEP,Installed third-party dependency; not owned SupplyDesk code.,COPIED,physical baseline copy,NO
frontend/node_modules/rxjs/internal/util/UnsubscriptionError.js.map,716,2026-08-27T19:56:21,ignored,DEPENDENCY_VENDOR,DEPENDENCY_VENDOR,N/A — dependency/vendor/cache,dependency vendor,high,KEEP,Installed third-party dependency; not owned SupplyDesk code.,COPIED,physical baseline copy,NO
frontend/node_modules/rxjs/LICENSE.txt,11064,2026-08-27T19:56:24,ignored,DEPENDENCY_VENDOR,DEPENDENCY_VENDOR,N/A — dependency/vendor/cache,dependency vendor,high,KEEP,Installed third-party dependency; not owned SupplyDesk code.,COPIED,physical baseline copy,NO
frontend/node_modules/rxjs/migrations/collection.json,255,2026-08-27T19:56:17,ignored,DEPENDENCY_VENDOR,DEPENDENCY_VENDOR,N/A — dependency/vendor/cache,dependency vendor,high,KEEP,Installed third-party dependency; not owned SupplyDesk code.,COPIED,physical baseline copy,NO
frontend/node_modules/rxjs/migrations/update-6_0_0/index.js,1166,2026-08-27T19:56:15,ignored,DEPENDENCY_VENDOR,DEPENDENCY_VENDOR,N/A — dependency/vendor/cache,dependency vendor,high,KEEP,Installed third-party dependency; not owned SupplyDesk code.,COPIED,physical baseline copy,NO
frontend/node_modules/rxjs/migrations/update-6_0_0/index.js.map,998,2026-08-27T19:56:18,ignored,DEPENDENCY_VENDOR,DEPENDENCY_VENDOR,N/A — dependency/vendor/cache,dependency vendor,high,KEEP,Installed third-party dependency; not owned SupplyDesk code.,COPIED,physical baseline copy,NO
frontend/node_modules/rxjs/node_modules/tslib/CopyrightNotice.txt,824,2026-08-27T19:56:19,ignored,DEPENDENCY_VENDOR,DEPENDENCY_VENDOR,N/A — dependency/vendor/cache,dependency vendor,high,KEEP,Installed third-party dependency; not owned SupplyDesk code.,COPIED,physical baseline copy,NO
frontend/node_modules/rxjs/node_modules/tslib/LICENSE.txt,655,2026-08-27T19:56:19,ignored,DEPENDENCY_VENDOR,DEPENDENCY_VENDOR,N/A — dependency/vendor/cache,dependency vendor,high,KEEP,Installed third-party dependency; not owned SupplyDesk code.,COPIED,physical baseline copy,NO
frontend/node_modules/rxjs/node_modules/tslib/modules/index.js,943,2026-08-27T19:56:19,ignored,DEPENDENCY_VENDOR,DEPENDENCY_VENDOR,N/A — dependency/vendor/cache,dependency vendor,high,KEEP,Installed third-party dependency; not owned SupplyDesk code.,COPIED,physical baseline copy,NO
frontend/node_modules/rxjs/node_modules/tslib/modules/package.json,26,2026-08-27T19:56:19,ignored,DEPENDENCY_VENDOR,DEPENDENCY_VENDOR,N/A — dependency/vendor/cache,dependency vendor,high,KEEP,Installed third-party dependency; not owned SupplyDesk code.,COPIED,physical baseline copy,NO
frontend/node_modules/rxjs/node_modules/tslib/package.json,915,2026-08-27T19:56:19,ignored,DEPENDENCY_VENDOR,DEPENDENCY_VENDOR,N/A — dependency/vendor/cache,dependency vendor,high,KEEP,Installed third-party dependency; not owned SupplyDesk code.,COPIED,physical baseline copy,NO
frontend/node_modules/rxjs/node_modules/tslib/README.md,3447,2026-08-27T19:56:19,ignored,DEPENDENCY_VENDOR,DEPENDENCY_VENDOR,N/A — dependency/vendor/cache,dependency vendor,high,KEEP,Installed third-party dependency; not owned SupplyDesk code.,COPIED,physical baseline copy,NO
frontend/node_modules/rxjs/node_modules/tslib/test/validateModuleExportsMatchCommonJS/index.js,824,2026-08-27T19:56:19,ignored,DEPENDENCY_VENDOR,DEPENDENCY_VENDOR,N/A — dependency/vendor/cache,dependency vendor,high,KEEP,Installed third-party dependency; not owned SupplyDesk code.,COPIED,physical baseline copy,NO
frontend/node_modules/rxjs/node_modules/tslib/test/validateModuleExportsMatchCommonJS/package.json,71,2026-08-27T19:56:19,ignored,DEPENDENCY_VENDOR,DEPENDENCY_VENDOR,N/A — dependency/vendor/cache,dependency vendor,high,KEEP,Installed third-party dependency; not owned SupplyDesk code.,COPIED,physical baseline copy,NO
frontend/node_modules/rxjs/node_modules/tslib/tslib.d.ts,2714,2026-08-27T19:56:19,ignored,DEPENDENCY_VENDOR,DEPENDENCY_VENDOR,N/A — dependency/vendor/cache,dependency vendor,high,KEEP,Installed third-party dependency; not owned SupplyDesk code.,COPIED,physical baseline copy,NO
frontend/node_modules/rxjs/node_modules/tslib/tslib.es6.html,36,2026-08-27T19:56:19,ignored,DEPENDENCY_VENDOR,DEPENDENCY_VENDOR,N/A — dependency/vendor/cache,dependency vendor,high,KEEP,Installed third-party dependency; not owned SupplyDesk code.,COPIED,physical baseline copy,NO
frontend/node_modules/rxjs/node_modules/tslib/tslib.es6.js,10274,2026-08-27T19:56:19,ignored,DEPENDENCY_VENDOR,DEPENDENCY_VENDOR,N/A — dependency/vendor/cache,dependency vendor,high,KEEP,Installed third-party dependency; not owned SupplyDesk code.,COPIED,physical baseline copy,NO
frontend/node_modules/rxjs/node_modules/tslib/tslib.html,32,2026-08-27T19:56:19,ignored,DEPENDENCY_VENDOR,DEPENDENCY_VENDOR,N/A — dependency/vendor/cache,dependency vendor,high,KEEP,Installed third-party dependency; not owned SupplyDesk code.,COPIED,physical baseline copy,NO
frontend/node_modules/rxjs/node_modules/tslib/tslib.js,13204,2026-08-27T19:56:19,ignored,DEPENDENCY_VENDOR,DEPENDENCY_VENDOR,N/A — dependency/vendor/cache,dependency vendor,high,KEEP,Installed third-party dependency; not owned SupplyDesk code.,COPIED,physical baseline copy,NO
frontend/node_modules/rxjs/Notification.d.ts,42,2026-08-27T19:56:23,ignored,DEPENDENCY_VENDOR,DEPENDENCY_VENDOR,N/A — dependency/vendor/cache,dependency vendor,high,KEEP,Installed third-party dependency; not owned SupplyDesk code.,COPIED,physical baseline copy,NO
frontend/node_modules/rxjs/Notification.js,261,2026-08-27T19:56:15,ignored,DEPENDENCY_VENDOR,DEPENDENCY_VENDOR,N/A — dependency/vendor/cache,dependency vendor,high,KEEP,Installed third-party dependency; not owned SupplyDesk code.,COPIED,physical baseline copy,NO
frontend/node_modules/rxjs/Notification.js.map,114,2026-08-27T19:56:18,ignored,DEPENDENCY_VENDOR,DEPENDENCY_VENDOR,N/A — dependency/vendor/cache,dependency vendor,high,KEEP,Installed third-party dependency; not owned SupplyDesk code.,COPIED,physical baseline copy,NO
frontend/node_modules/rxjs/Observable.d.ts,40,2026-08-27T19:56:23,ignored,DEPENDENCY_VENDOR,DEPENDENCY_VENDOR,N/A — dependency/vendor/cache,dependency vendor,high,KEEP,Installed third-party dependency; not owned SupplyDesk code.,COPIED,physical baseline copy,NO
frontend/node_modules/rxjs/Observable.js,257,2026-08-27T19:56:15,ignored,DEPENDENCY_VENDOR,DEPENDENCY_VENDOR,N/A — dependency/vendor/cache,dependency vendor,high,KEEP,Installed third-party dependency; not owned SupplyDesk code.,COPIED,physical baseline copy,NO
frontend/node_modules/rxjs/Observable.js.map,110,2026-08-27T19:56:18,ignored,DEPENDENCY_VENDOR,DEPENDENCY_VENDOR,N/A — dependency/vendor/cache,dependency vendor,high,KEEP,Installed third-party dependency; not owned SupplyDesk code.,COPIED,physical baseline copy,NO
frontend/node_modules/rxjs/observable/ArrayLikeObservable.d.ts,60,2026-08-27T19:56:22,ignored,DEPENDENCY_VENDOR,DEPENDENCY_VENDOR,N/A — dependency/vendor/cache,dependency vendor,high,KEEP,Installed third-party dependency; not owned SupplyDesk code.,COPIED,physical baseline copy,NO
frontend/node_modules/rxjs/observable/ArrayLikeObservable.js,286,2026-08-27T19:56:14,ignored,DEPENDENCY_VENDOR,DEPENDENCY_VENDOR,N/A — dependency/vendor/cache,dependency vendor,high,KEEP,Installed third-party dependency; not owned SupplyDesk code.,COPIED,physical baseline copy,NO
